Query,RetrievedDocuments
40788.query,VOM19980220.0700.2814 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980223.0700.1511 VOM19980221.0700.3085 
40789.query,VOM19980223.0700.1511 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980220.0700.2814 VOM19980220.0700.0707 
40790.query,VOM19980220.0700.2814 VOM19980224.0900.3022 VOM19980223.0700.1511 VOM19980223.0900.3535 VOM19980529.0700.0392 
40791.query,VOM19980223.0700.1511 VOM19980224.0900.3022 VOM19980220.0700.2814 VOM19980507.0700.0355 VOM19980507.0730.0178 
40792.query,VOM19980223.0700.1511 VOM19980224.0900.3022 VOM19980619.0700.0501 VOM19980220.0700.2814 VOM19980220.0900.3559 
40793.query,VOM19980224.0900.3022 VOM19980220.0700.2814 VOM19980223.0700.1511 VOM19980220.0900.3559 VOM19980221.0700.3085 
40794.query,VOM19980220.0700.2814 VOM19980224.0900.3022 VOM19980223.0700.1511 VOM19980220.0700.0707 VOM19980220.0900.3559 
40795.query,VOM19980220.0900.3559 VOM19980224.0900.3022 VOM19980223.0700.1511 VOM19980220.0700.2814 VOM19980403.0700.2289 
40796.query,VOM19980223.0700.1511 VOM19980224.0900.3022 VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980403.0700.2289 
40797.query,VOM19980223.0700.1511 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980221.0700.3085 VOM19980220.0700.0707 
40798.query,VOM19980223.0700.1511 VOM19980224.0900.3022 VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980619.0900.0076 
40799.query,VOM19980623.0900.0051 VOM19980314.0700.1261 VOM19980627.0730.0001 VOM19980627.0700.0022 VOM19980317.0700.0156 
40800.query,VOM19980317.0900.1955 VOM19980317.0900.0152 VOM19980630.0900.0230 VOM19980317.0700.0156 VOM19980627.0700.0022 
